0,352.0
1,366.0
2,370.0
3,318.0
4,357.0
5,302.0
6,313.0
7,337.0
8,289.0
9,336.0
10,271.0
11,286.0
12,321.0
13,256.0
14,272.0
15,263.0
16,305.0
17,265.0
18,248.0
19,295.0
20,292.0
21,254.0
22,236.0
23,289.0
24,271.0
25,221.0
26,222.0
27,227.0
28,225.0
29,224.0
30,222.0
31,227.0
32,253.0
33,233.0
34,230.0
35,222.0
36,222.0
37,212.0
38,206.0
39,201.0
40,197.0
41,220.0
42,251.0
43,255.0
44,254.0
45,249.0
46,247.0
47,250.0
48,218.0
49,207.0
50,197.0
51,189.0
52,245.0
53,232.0
54,205.0
55,208.0
56,199.0
57,192.0
58,190.0
59,182.0
60,178.0
61,208.0
62,237.0
63,238.0
64,216.0
65,190.0
66,180.0
67,198.0
68,230.0
69,236.0
70,216.0
71,193.0
72,184.0
73,180.0
74,169.0
75,200.0
76,232.0
77,204.0
78,191.0
79,193.0
80,191.0
81,183.0
82,180.0
83,174.0
84,181.0
85,186.0
86,179.0
87,173.0
88,181.0
89,224.0
90,228.0
91,220.0
92,192.0
93,196.0
94,174.0
95,172.0
96,169.0
97,173.0
98,209.0
99,227.0
100,226.0
101,224.0
102,190.0
103,177.0
104,172.0
105,172.0
106,163.0
107,171.0
108,220.0
109,227.0
110,163.0
111,161.0
112,179.0
113,183.0
114,171.0
115,168.0
116,162.0
117,162.0
118,177.0
119,158.0
120,168.0
121,225.0
122,212.0
123,225.0
124,207.0
125,169.0
126,194.0
127,181.0
128,176.0
129,167.0
130,161.0
131,157.0
132,203.0
133,226.0
134,212.0
135,183.0
136,176.0
137,169.0
138,169.0
139,166.0
140,158.0
141,215.0
142,218.0
143,160.0
144,170.0
145,219.0
146,207.0
147,158.0
148,167.0
149,215.0
150,208.0
151,160.0
152,170.0
153,222.0
154,216.0
155,158.0
156,172.0
157,222.0
158,182.0
159,165.0
160,212.0
161,205.0
162,164.0
163,180.0
164,222.0
165,156.0
166,172.0
167,222.0
168,155.0
169,167.0
170,222.0
171,177.0
172,165.0
173,219.0
174,183.0
175,164.0
176,199.0
177,191.0
178,164.0
179,215.0
180,185.0
181,162.0
182,198.0
183,215.0
184,163.0
185,196.0
186,202.0
187,163.0
188,201.0
189,182.0
190,163.0
191,205.0
192,174.0
193,165.0
194,216.0
195,161.0
196,178.0
197,160.0
198,152.0
199,152.0
200,161.0
201,153.0
202,159.0
203,153.0
204,153.0
205,162.0
206,161.0
207,167.0
208,182.0
209,185.0
210,206.0
211,221.0
212,219.0
213,219.0
214,174.0
215,155.0
216,162.0
217,165.0
218,166.0
219,170.0
220,173.0
221,181.0
222,181.0
223,179.0
224,217.0
225,221.0
226,219.0
227,219.0
228,192.0
229,157.0
230,167.0
231,155.0
232,165.0
233,173.0
234,180.0
235,183.0
236,208.0
237,220.0
238,218.0
239,219.0
240,208.0
241,184.0
242,171.0
243,153.0
244,160.0
245,160.0
246,166.0
247,171.0
248,182.0
249,214.0
250,219.0
251,191.0
252,158.0
253,154.0
254,164.0
255,166.0
256,182.0
257,221.0
258,219.0
259,213.0
260,162.0
261,155.0
262,160.0
263,164.0
264,164.0
265,178.0
266,203.0
267,224.0
268,222.0
269,186.0
270,153.0
271,163.0
272,177.0
273,223.0
274,225.0
275,202.0
276,151.0
